图像路径,文件名,真实标签,真实标签索引,预测标签,预测标签索引,是否预测正确,预测置信度,真实标签置信度,概率_dyed-lifted-polyps,概率_dyed-resection-margins,概率_esophagitis,概率_normal-cecum,概率_normal-pylorus,概率_normal-z-line,概率_polyps,概率_ulcerative-colitis
./dataset/train\dyed-lifted-polyps\6c8b7173-e655-4f43-a4fe-4ef6eda073d8.jpg,6c8b7173-e655-4f43-a4fe-4ef6eda073d8.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9995359,0.9995359,0.9995359,0.000348553,3.7288987e-07,4.675879e-05,1.0513671e-05,1.44441165e-05,1.1585449e-05,3.1908017e-05
./dataset/train\dyed-lifted-polyps\6cfecf81-c42c-44ed-8c34-5ad128e58734.jpg,6cfecf81-c42c-44ed-8c34-5ad128e58734.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9489748,0.9489748,0.9489748,0.05021733,1.231476e-06,1.5643478e-05,5.2265314e-05,0.00018043788,0.00021852025,0.0003396852
./dataset/train\dyed-lifted-polyps\6dabb131-4497-478b-b25e-a5b1174df486.jpg,6dabb131-4497-478b-b25e-a5b1174df486.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.997663,0.997663,0.997663,0.0022976815,1.443122e-07,3.711348e-06,1.8386685e-06,2.5432382e-07,2.7151831e-05,6.254475e-06
./dataset/train\dyed-lifted-polyps\6db58bca-a1b7-47e5-b354-951e062ae8e3.jpg,6db58bca-a1b7-47e5-b354-951e062ae8e3.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9986223,0.9986223,0.9986223,0.0012690887,6.845332e-08,6.312314e-05,3.7793925e-06,5.6795307e-07,2.4688043e-05,1.6375761e-05
./dataset/train\dyed-lifted-polyps\6dea5840-12c4-4a09-9a05-53f5ca7c6fa5.jpg,6dea5840-12c4-4a09-9a05-53f5ca7c6fa5.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99986506,0.99986506,0.99986506,0.00010080703,1.3648435e-07,4.424702e-06,5.152725e-06,1.2073217e-06,3.7175892e-06,1.960113e-05
./dataset/train\dyed-lifted-polyps\6eb14932-1fd4-4b55-8a8f-5df36bcd341b.jpg,6eb14932-1fd4-4b55-8a8f-5df36bcd341b.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9833392,0.9833392,0.9833392,0.016145904,1.2541314e-07,2.9954401e-06,4.111431e-06,1.6700238e-06,0.00034175254,0.00016436921
./dataset/train\dyed-lifted-polyps\6f0e3c0c-c4d9-4003-a60a-ff35bccb15f3.jpg,6f0e3c0c-c4d9-4003-a60a-ff35bccb15f3.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.991768,0.991768,0.991768,0.008096374,1.033125e-06,7.15973e-05,2.1517448e-05,2.5749218e-06,6.8051e-06,3.2145865e-05
./dataset/train\dyed-lifted-polyps\6f2c5da1-0274-4423-89a3-fee48dad9a70.jpg,6f2c5da1-0274-4423-89a3-fee48dad9a70.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99899465,0.99899465,0.99899465,0.0009548796,7.239001e-07,6.4796823e-06,6.580634e-07,2.9063401e-06,2.2023345e-05,1.7569682e-05
./dataset/train\dyed-lifted-polyps\70cccaec-4a6b-442a-958c-fdece576b7ad.jpg,70cccaec-4a6b-442a-958c-fdece576b7ad.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99968374,0.99968374,0.99968374,0.00010198032,9.974974e-08,4.1590905e-05,1.9363086e-05,8.112444e-06,0.00012245718,2.2779115e-05
./dataset/train\dyed-lifted-polyps\70e590a6-cc4f-4b78-b7ef-14f5f8036225.jpg,70e590a6-cc4f-4b78-b7ef-14f5f8036225.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99854016,0.99854016,0.99854016,0.0013512134,2.7412846e-06,4.985546e-07,7.661923e-05,7.0326644e-07,7.6638635e-06,2.0426016e-05
./dataset/train\dyed-lifted-polyps\71ae264a-c991-41c2-a0ac-8766a8029ccd.jpg,71ae264a-c991-41c2-a0ac-8766a8029ccd.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9981488,0.9981488,0.9981488,0.0017325402,2.9635435e-06,6.9483116e-07,3.2707846e-06,2.7497993e-06,3.8024318e-06,0.00010527501
./dataset/train\dyed-lifted-polyps\72bd5709-0207-4368-a4d9-73f3989a9401.jpg,72bd5709-0207-4368-a4d9-73f3989a9401.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.97551674,0.97551674,0.97551674,0.023993224,1.5650037e-06,3.939196e-05,0.00013762384,2.2546326e-06,9.682589e-06,0.00029952184
./dataset/train\dyed-lifted-polyps\74c481e5-71d5-49cb-852e-09791bbc99bd.jpg,74c481e5-71d5-49cb-852e-09791bbc99bd.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.994261,0.994261,0.994261,0.005689259,1.3154429e-06,1.6486762e-05,8.569503e-07,9.86015e-06,1.2851564e-05,8.296747e-06
./dataset/train\dyed-lifted-polyps\74ffed6c-71ca-4d50-9fac-f3f0044de754.jpg,74ffed6c-71ca-4d50-9fac-f3f0044de754.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9765171,0.9765171,0.9765171,0.022512764,2.3020442e-05,3.715135e-07,4.1651016e-05,1.386977e-05,0.00050908496,0.00038213687
./dataset/train\dyed-lifted-polyps\75fb60c5-75c4-4faa-9e55-673ae15edcf4.jpg,75fb60c5-75c4-4faa-9e55-673ae15edcf4.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99799997,0.99799997,0.99799997,0.0017831895,2.5269471e-06,1.0429818e-05,4.8242214e-07,5.7564197e-05,9.737374e-05,4.8410486e-05
./dataset/train\dyed-lifted-polyps\77c78b64-f87b-464e-8358-2fb8f6c330f6.jpg,77c78b64-f87b-464e-8358-2fb8f6c330f6.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99533856,0.99533856,0.99533856,0.0042858645,1.0499138e-05,1.3640031e-05,8.967555e-05,4.048645e-05,0.00021989222,1.2761849e-06
./dataset/train\dyed-lifted-polyps\77d0ed0b-1aab-42d7-a7e6-e8d668291101.jpg,77d0ed0b-1aab-42d7-a7e6-e8d668291101.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9770294,0.9770294,0.9770294,0.02261642,3.7948714e-05,1.3358036e-06,0.00012975198,3.260719e-05,0.00014851827,4.007336e-06
./dataset/train\dyed-lifted-polyps\78bc2be5-2cfa-4d49-b7be-8a2df99b26f4.jpg,78bc2be5-2cfa-4d49-b7be-8a2df99b26f4.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9989391,0.9989391,0.9989391,0.0010006032,7.298548e-06,9.567392e-08,5.1885318e-06,2.6018938e-06,1.2380582e-05,3.271656e-05
./dataset/train\dyed-lifted-polyps\78d3d972-933e-4137-90a9-6e5485cb6b57.jpg,78d3d972-933e-4137-90a9-6e5485cb6b57.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.53080845,0.53080845,0.53080845,0.46682176,2.0128009e-05,0.00078649004,5.3150947e-05,1.7272016e-05,0.000100266814,0.001392442
./dataset/train\dyed-lifted-polyps\79ee1d4f-61ba-4151-bca7-fb2403ebcd1c.jpg,79ee1d4f-61ba-4151-bca7-fb2403ebcd1c.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.8829412,0.8829412,0.8829412,0.11569983,2.1958438e-06,0.00014381412,6.8846234e-06,2.8534938e-05,0.00040871368,0.00076890446
./dataset/train\dyed-lifted-polyps\7a57d580-f1e6-403d-a844-9ec23a8c82a6.jpg,7a57d580-f1e6-403d-a844-9ec23a8c82a6.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.5669881,0.5669881,0.5669881,0.36977807,0.00014252678,0.059856817,1.6301209e-06,2.1369222e-05,0.0025007848,0.0007107244
./dataset/train\dyed-lifted-polyps\7b44f463-00dc-4910-8d02-142ef4b2c845.jpg,7b44f463-00dc-4910-8d02-142ef4b2c845.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.8891607,0.8891607,0.8891607,0.11067594,9.01471e-07,0.000106629894,2.3331659e-06,4.304783e-07,4.5589015e-05,7.4111454e-06
./dataset/train\dyed-lifted-polyps\7bb4f7af-7638-4f17-85d0-1b411726c9db.jpg,7bb4f7af-7638-4f17-85d0-1b411726c9db.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.86485237,0.86485237,0.86485237,0.13466375,3.5347402e-05,0.00011493721,3.1260774e-05,1.4915309e-05,0.000285436,2.005569e-06
./dataset/train\dyed-lifted-polyps\7bcb8d84-b4ae-4bc4-9549-8929211afad9.jpg,7bcb8d84-b4ae-4bc4-9549-8929211afad9.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9924684,0.9924684,0.9924684,0.006852013,2.4688272e-06,6.2476197e-06,3.8072438e-05,6.1466426e-06,0.00058110285,4.5437777e-05
./dataset/train\dyed-lifted-polyps\7c14c0d1-f8d4-44ea-8d17-b946627924db.jpg,7c14c0d1-f8d4-44ea-8d17-b946627924db.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9930831,0.9930831,0.9930831,0.006849597,6.922111e-08,6.290134e-06,9.323258e-06,9.291726e-07,4.995569e-05,6.434717e-07
./dataset/train\dyed-lifted-polyps\7c505793-5905-4f5f-8646-59a9befa24fe.jpg,7c505793-5905-4f5f-8646-59a9befa24fe.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.8396502,0.8396502,0.8396502,0.16019244,2.1426272e-06,6.212496e-05,1.9591636e-05,1.8995032e-06,1.727367e-05,5.429053e-05
./dataset/train\dyed-lifted-polyps\7cf3317d-132c-4231-8d16-8eda1ac27a46.jpg,7cf3317d-132c-4231-8d16-8eda1ac27a46.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.997962,0.997962,0.997962,0.0014667041,1.7438366e-05,5.0361323e-05,0.0001570621,0.00017431592,8.2938386e-05,8.914418e-05
./dataset/train\dyed-lifted-polyps\7e0acba5-5f74-444d-8edb-4c84ef7464e2.jpg,7e0acba5-5f74-444d-8edb-4c84ef7464e2.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99689317,0.99689317,0.99689317,0.0015569432,7.644217e-05,1.0446717e-05,0.0004753256,0.00045928312,0.0005060809,2.228771e-05
./dataset/train\dyed-lifted-polyps\7e7e7c18-aa05-4558-8a67-4170ed85577f.jpg,7e7e7c18-aa05-4558-8a67-4170ed85577f.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9720076,0.9720076,0.9720076,0.012618349,2.3838613e-05,1.2743035e-05,1.6282524e-05,1.5028056e-05,0.015289068,1.7072436e-05
./dataset/train\dyed-lifted-polyps\7efed3ac-abef-453f-a526-5c5b9c19151d.jpg,7efed3ac-abef-453f-a526-5c5b9c19151d.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9952094,0.9952094,0.9952094,0.004766436,2.3639136e-06,1.067721e-06,6.62641e-06,8.128313e-06,2.158267e-06,3.799041e-06
./dataset/train\dyed-lifted-polyps\7fd662ec-6461-45c0-84e4-eed9700e14e4.jpg,7fd662ec-6461-45c0-84e4-eed9700e14e4.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9985085,0.9985085,0.9985085,0.0014261955,1.7171049e-06,2.9983003e-05,5.1961424e-06,5.9206986e-06,2.9167156e-06,1.9434881e-05
./dataset/train\dyed-lifted-polyps\80caa5e6-873a-463a-a32a-aa42c8b36f28.jpg,80caa5e6-873a-463a-a32a-aa42c8b36f28.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9212702,0.9212702,0.9212702,0.07858387,6.5251425e-07,2.2228116e-05,8.688901e-05,1.0416494e-06,1.2826915e-05,2.2318201e-05
./dataset/train\dyed-lifted-polyps\81a28ce5-df24-41ca-8341-2c300ce9404d.jpg,81a28ce5-df24-41ca-8341-2c300ce9404d.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99891937,0.99891937,0.99891937,0.0010398253,2.2783436e-07,9.138304e-06,1.7577297e-06,1.1100567e-06,2.6991738e-06,2.5773696e-05
./dataset/train\dyed-lifted-polyps\81b67cd4-2bb8-4240-b986-7a0b5ab0cf32.jpg,81b67cd4-2bb8-4240-b986-7a0b5ab0cf32.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9853221,0.9853221,0.9853221,0.014644535,1.0388977e-06,1.4291569e-05,7.438952e-06,6.2160457e-06,9.792843e-07,3.4305588e-06
./dataset/train\dyed-lifted-polyps\81d3d616-566a-4d6e-babb-dbd92b205adc.jpg,81d3d616-566a-4d6e-babb-dbd92b205adc.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9824837,0.9824837,0.9824837,0.01697094,2.2051863e-05,8.645114e-05,0.00034518263,1.6558695e-05,5.19978e-05,2.322272e-05
./dataset/train\dyed-lifted-polyps\81dd64d9-7fc8-4ddc-b86b-9c45f42876b0.jpg,81dd64d9-7fc8-4ddc-b86b-9c45f42876b0.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9994424,0.9994424,0.9994424,0.000509694,9.2656416e-07,1.7257938e-05,8.912945e-06,3.7800983e-06,1.3586471e-05,3.4227553e-06
./dataset/train\dyed-lifted-polyps\82a10160-c92b-4416-993c-bce9726bb5e3.jpg,82a10160-c92b-4416-993c-bce9726bb5e3.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9871969,0.9871969,0.9871969,0.012688081,1.1487687e-05,1.7937824e-05,2.6237287e-05,4.3556476e-05,1.1557966e-06,1.4662571e-05
./dataset/train\dyed-lifted-polyps\83a8a16b-e221-41d0-a0a9-3fe25025ecbf.jpg,83a8a16b-e221-41d0-a0a9-3fe25025ecbf.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.97868353,0.97868353,0.97868353,0.016383473,1.1966781e-06,2.7044345e-05,0.00018538367,2.870977e-06,0.0046386425,7.780564e-05
./dataset/train\dyed-lifted-polyps\83afcd37-3d3d-49ea-9e11-5b2bcaf0f872.jpg,83afcd37-3d3d-49ea-9e11-5b2bcaf0f872.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.994399,0.994399,0.994399,0.004700771,1.3064104e-05,7.510241e-05,0.00029287054,0.00026303294,4.877044e-05,0.0002072179
./dataset/train\dyed-lifted-polyps\83ce36e3-32ee-4739-9107-c180d16576f7.jpg,83ce36e3-32ee-4739-9107-c180d16576f7.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.96090406,0.96090406,0.96090406,0.038357344,6.0664374e-06,0.00017455766,0.00019698708,5.1434145e-06,0.0002936191,6.221363e-05
./dataset/train\dyed-lifted-polyps\85ef9795-f799-4397-b6d0-63db1db8196b.jpg,85ef9795-f799-4397-b6d0-63db1db8196b.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.98193353,0.98193353,0.98193353,0.017859321,5.570644e-06,6.3639573e-06,1.6826416e-05,1.30149e-05,0.00015674873,8.529627e-06
./dataset/train\dyed-lifted-polyps\86d432fb-9e7a-4777-b236-bac42b819e4c.jpg,86d432fb-9e7a-4777-b236-bac42b819e4c.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9818465,0.9818465,0.9818465,0.018009147,1.4103144e-06,1.7662307e-05,7.135798e-07,5.164305e-07,6.791057e-05,5.6193472e-05
./dataset/train\dyed-lifted-polyps\86fec4d3-adf3-45e0-b8c8-8a885b7b8d67.jpg,86fec4d3-adf3-45e0-b8c8-8a885b7b8d67.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.7978375,0.7978375,0.7978375,0.1987787,1.4257224e-06,0.0023637586,1.28026195e-05,6.172534e-07,0.00068423396,0.00032091397
./dataset/train\dyed-lifted-polyps\88ad57db-8a10-4b77-bf1d-d5fa078fa8e4.jpg,88ad57db-8a10-4b77-bf1d-d5fa078fa8e4.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9866108,0.9866108,0.9866108,0.013344057,6.613556e-06,1.4437766e-06,1.6823643e-06,3.4691107e-07,1.2098488e-05,2.3002094e-05
./dataset/train\dyed-lifted-polyps\88ba106e-e718-4156-800b-e18cf64f664e.jpg,88ba106e-e718-4156-800b-e18cf64f664e.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9306822,0.9306822,0.9306822,0.06308964,3.9098197e-07,0.00020725578,6.598256e-06,2.1178962e-06,0.000824278,0.005187652
./dataset/train\dyed-lifted-polyps\88d77dd6-c870-497c-b156-96417620efe1.jpg,88d77dd6-c870-497c-b156-96417620efe1.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99823654,0.99823654,0.99823654,0.0002747247,3.3452661e-06,1.2312963e-05,4.1398207e-06,3.1414602e-06,5.235373e-05,0.0014134368
./dataset/train\dyed-lifted-polyps\89ddddc5-191e-4224-85bc-6d4416621df4.jpg,89ddddc5-191e-4224-85bc-6d4416621df4.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9979426,0.9979426,0.9979426,0.0019854133,3.8727856e-07,1.4436945e-05,7.951024e-06,1.2310582e-05,9.798111e-06,2.705379e-05
./dataset/train\dyed-lifted-polyps\8a7fb665-446a-44cb-8098-7a8b46b15ffc.jpg,8a7fb665-446a-44cb-8098-7a8b46b15ffc.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99969244,0.99969244,0.99969244,0.00027498684,5.2549442e-08,1.156771e-05,8.0316266e-07,2.6112102e-07,3.617648e-06,1.6184978e-05
./dataset/train\dyed-lifted-polyps\8ba3968c-e27d-4536-ad92-8591883e1571.jpg,8ba3968c-e27d-4536-ad92-8591883e1571.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9648461,0.9648461,0.9648461,0.034835238,3.2968585e-06,2.8909817e-05,8.748915e-06,5.5071528e-06,2.7145572e-05,0.0002450501
./dataset/train\dyed-lifted-polyps\8c3f3c95-ba1d-4532-bd8f-b7d0c76a4985.jpg,8c3f3c95-ba1d-4532-bd8f-b7d0c76a4985.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.96762276,0.96762276,0.96762276,0.032319196,4.8096524e-07,1.73499e-06,3.4417565e-06,2.143205e-06,3.6192723e-06,4.6574318e-05
./dataset/train\dyed-lifted-polyps\8cd0e7d2-661f-4de6-8755-ac4b086e7d86.jpg,8cd0e7d2-661f-4de6-8755-ac4b086e7d86.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.8561102,0.8561102,0.8561102,0.13467412,0.00044793115,6.431505e-05,0.00087999046,0.00015243703,0.0076647163,6.2389245e-06
./dataset/train\dyed-lifted-polyps\8d193274-08ef-4a07-b14e-f56b6449bd58.jpg,8d193274-08ef-4a07-b14e-f56b6449bd58.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.97846246,0.97846246,0.97846246,0.021319743,7.075493e-05,1.9747224e-06,6.51996e-05,4.6397134e-05,3.195376e-05,1.4568108e-06
./dataset/train\dyed-lifted-polyps\8db29cc0-8f98-4986-b115-9901b33f3114.jpg,8db29cc0-8f98-4986-b115-9901b33f3114.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.98767567,0.98767567,0.98767567,0.012137165,1.0970159e-06,3.447713e-05,4.9141945e-05,8.9731504e-05,5.7853376e-06,7.0270808e-06
./dataset/train\dyed-lifted-polyps\8f7e100e-a53d-4b6c-ab54-cb315aa6cae5.jpg,8f7e100e-a53d-4b6c-ab54-cb315aa6cae5.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.97931117,0.97931117,0.97931117,0.020534467,6.2545705e-06,7.988373e-06,3.639956e-06,1.5935639e-05,6.896934e-05,5.162034e-05
./dataset/train\dyed-lifted-polyps\8fe1f15d-9423-4334-b63a-6446fbf2f59c.jpg,8fe1f15d-9423-4334-b63a-6446fbf2f59c.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9984409,0.9984409,0.9984409,0.0014906258,2.053672e-07,4.6757435e-05,1.997393e-06,2.6559667e-07,1.1876848e-05,7.293809e-06
./dataset/train\dyed-lifted-polyps\96bfb62f-f2bd-4965-9b2c-4928b023b702.jpg,96bfb62f-f2bd-4965-9b2c-4928b023b702.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99910706,0.99910706,0.99910706,0.00085144833,1.5495692e-06,2.38872e-07,4.4898093e-06,3.3075228e-06,3.4359093e-06,2.8410828e-05
./dataset/train\dyed-lifted-polyps\96db4f1e-e0fa-4739-b291-53031bce6a44.jpg,96db4f1e-e0fa-4739-b291-53031bce6a44.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.976168,0.976168,0.976168,0.021696553,6.570888e-06,2.7988119e-05,0.00013539456,1.5461932e-05,0.0019469011,3.0605706e-06
./dataset/train\dyed-lifted-polyps\97f5dcdb-f0b9-4e26-9d32-1556a3377960.jpg,97f5dcdb-f0b9-4e26-9d32-1556a3377960.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9897259,0.9897259,0.9897259,0.009781616,6.6106772e-06,5.7812754e-06,8.192523e-06,1.2849581e-05,9.732666e-06,0.00044926375
./dataset/train\dyed-lifted-polyps\98b17e7a-7e56-4e22-bf2d-3a4586366172.jpg,98b17e7a-7e56-4e22-bf2d-3a4586366172.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99969697,0.99969697,0.99969697,0.0002950397,6.910477e-08,1.289972e-06,2.2493884e-06,4.4957793e-07,2.339891e-06,1.5956579e-06
./dataset/train\dyed-lifted-polyps\98d2ad15-93a6-4d53-a4ad-bbf9448c92dd.jpg,98d2ad15-93a6-4d53-a4ad-bbf9448c92dd.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.93349695,0.93349695,0.93349695,0.066229165,4.0916326e-05,0.00013918098,2.1066357e-05,6.3294465e-05,4.5142356e-06,4.9568584e-06
./dataset/train\dyed-lifted-polyps\98ecb81e-5a43-4a3b-96fd-03a02b715764.jpg,98ecb81e-5a43-4a3b-96fd-03a02b715764.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.94178224,0.94178224,0.94178224,0.05819281,6.9696426e-07,1.2775889e-05,1.4896547e-06,7.909112e-07,4.4947437e-06,4.720457e-06
./dataset/train\dyed-lifted-polyps\99a347be-3cc7-4cf8-adb1-a80b19187423.jpg,99a347be-3cc7-4cf8-adb1-a80b19187423.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9769868,0.9769868,0.9769868,0.02291226,1.0232347e-06,5.189788e-06,2.6324283e-06,6.9203315e-07,2.5853697e-05,6.54183e-05
./dataset/train\dyed-lifted-polyps\9a4115fd-c56b-4298-b517-46ef0fdfbffd.jpg,9a4115fd-c56b-4298-b517-46ef0fdfbffd.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.996086,0.996086,0.996086,0.0029648757,2.6043152e-05,3.724871e-05,0.00048769038,0.00025924912,0.00010672753,3.2206048e-05
./dataset/train\dyed-lifted-polyps\9a4c2c9c-963b-4523-afcd-657e75508c06.jpg,9a4c2c9c-963b-4523-afcd-657e75508c06.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9849637,0.9849637,0.9849637,0.014905201,2.4752526e-07,6.535281e-05,1.1602492e-07,6.0256025e-07,2.9283607e-05,3.5416208e-05
./dataset/train\dyed-lifted-polyps\9b26369a-22bd-4118-add3-16223837b40d.jpg,9b26369a-22bd-4118-add3-16223837b40d.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.81583214,0.81583214,0.81583214,0.1840585,1.680317e-06,3.8129783e-05,2.0523846e-06,6.6850484e-06,4.9787504e-05,1.1095066e-05
./dataset/train\dyed-lifted-polyps\9bd429fa-b80a-448a-90ef-dc8a5976c2d6.jpg,9bd429fa-b80a-448a-90ef-dc8a5976c2d6.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99677676,0.99677676,0.99677676,0.0022285385,1.7892937e-06,0.0008069346,9.451157e-06,2.2090351e-05,3.4303106e-05,0.00012002227
./dataset/train\dyed-lifted-polyps\9cc0c58a-3e37-4369-8ea7-0c8009ab8d0c.jpg,9cc0c58a-3e37-4369-8ea7-0c8009ab8d0c.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9564556,0.9564556,0.9564556,0.043294586,6.9014655e-05,6.1003548e-06,0.00014871992,1.5477064e-05,3.1740235e-06,7.44202e-06
./dataset/train\dyed-lifted-polyps\9ce00835-de5e-4e3e-92c9-8cec621fd6fd.jpg,9ce00835-de5e-4e3e-92c9-8cec621fd6fd.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.90210545,0.90210545,0.90210545,0.09774128,6.647895e-07,6.7076566e-05,6.692337e-06,1.3746814e-05,5.462575e-06,5.9648442e-05
./dataset/train\dyed-lifted-polyps\9ced8b65-6c23-41ce-a347-ca72ba56fce2.jpg,9ced8b65-6c23-41ce-a347-ca72ba56fce2.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99641174,0.99641174,0.99641174,0.0034812265,4.659968e-06,2.058348e-05,1.1526396e-05,1.4850489e-05,5.0704337e-05,4.742954e-06
./dataset/train\dyed-lifted-polyps\9d211fe5-375f-4c54-8e55-432f517ea60a.jpg,9d211fe5-375f-4c54-8e55-432f517ea60a.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9990393,0.9990393,0.9990393,0.00073468016,2.0711028e-05,5.2013397e-06,6.765051e-06,9.658925e-06,5.2709314e-05,0.00013109412
./dataset/train\dyed-lifted-polyps\9e39cfec-0bb6-4495-bcfc-1594ca72297e.jpg,9e39cfec-0bb6-4495-bcfc-1594ca72297e.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9681846,0.9681846,0.9681846,0.029100386,8.515527e-06,2.644201e-06,0.0019601064,0.0001347189,0.00047088155,0.00013813164
./dataset/train\dyed-lifted-polyps\9e3bc608-0a55-4d19-82fc-893d368fcfc9.jpg,9e3bc608-0a55-4d19-82fc-893d368fcfc9.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.7818615,0.7818615,0.7818615,0.21727332,2.385278e-06,4.4681445e-05,3.2208213e-06,1.3393214e-05,3.9888787e-06,0.00079755334
./dataset/train\dyed-resection-margins\009bd044-4a5a-4c81-b481-d20fb223cd81.jpg,009bd044-4a5a-4c81-b481-d20fb223cd81.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9718855,0.9718855,0.02805191,0.9718855,4.1580147e-06,1.480748e-07,1.1960808e-05,1.2471891e-06,8.506133e-06,3.653287e-05
./dataset/train\dyed-resection-margins\00adb051-3e76-4482-b0e5-5207a028470b.jpg,00adb051-3e76-4482-b0e5-5207a028470b.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9752363,0.9752363,0.024462843,0.9752363,3.3421276e-07,0.00012221276,3.0053443e-05,1.5777754e-06,0.00014572858,9.2249445e-07
