图像路径,文件名,真实标签,真实标签索引,预测标签,预测标签索引,是否预测正确,预测置信度,真实标签置信度,概率_dyed-lifted-polyps,概率_dyed-resection-margins,概率_esophagitis,概率_normal-cecum,概率_normal-pylorus,概率_normal-z-line,概率_polyps,概率_ulcerative-colitis
./dataset/val\dyed-resection-margins\872a23eb-2855-4f18-b5ff-95dc556d1796.jpg,872a23eb-2855-4f18-b5ff-95dc556d1796.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.96954185,0.96954185,0.023041483,0.96954185,0.00012899851,7.769541e-05,0.004280657,0.00015635251,0.002766313,6.5699865e-06
./dataset/val\dyed-resection-margins\883e2ae7-b1c6-4702-b30d-5585a106ccf6.jpg,883e2ae7-b1c6-4702-b30d-5585a106ccf6.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.50012803,0.49852538,0.50012803,0.49852538,3.7771624e-05,0.00038184988,2.6938278e-05,3.0886229e-06,2.6040047e-05,0.0008708846
./dataset/val\dyed-resection-margins\894bded3-493a-482f-b8b0-737d9c23f48d.jpg,894bded3-493a-482f-b8b0-737d9c23f48d.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9652506,0.9652506,0.03443467,0.9652506,4.278207e-05,9.700704e-05,0.00012270361,3.718506e-05,3.4064904e-06,1.1666623e-05
./dataset/val\dyed-resection-margins\9247211f-bb99-43f6-86c1-86c757da5828.jpg,9247211f-bb99-43f6-86c1-86c757da5828.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99869365,0.99869365,0.0012768693,0.99869365,1.1051061e-06,8.485163e-06,3.010282e-06,2.0987113e-06,3.7916739e-06,1.0963426e-05
./dataset/val\dyed-resection-margins\927ab02d-7560-4d05-bc7a-1f2339f7c684.jpg,927ab02d-7560-4d05-bc7a-1f2339f7c684.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9311421,0.9311421,0.06830593,0.9311421,2.2453345e-05,9.498748e-05,0.00025742187,0.00011813054,2.8152679e-05,3.0900923e-05
./dataset/val\dyed-resection-margins\94171044-34df-40a3-8afc-0fcea9f3632d.jpg,94171044-34df-40a3-8afc-0fcea9f3632d.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9969687,0.9969687,0.0026510519,0.9969687,2.3390598e-06,0.00012347531,0.00010652586,1.2828478e-05,1.4120386e-05,0.00012097709
./dataset/val\dyed-resection-margins\94205883-6ad0-4a23-bd51-cb941abc1d53.jpg,94205883-6ad0-4a23-bd51-cb941abc1d53.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9967096,0.9967096,0.0028315936,0.9967096,6.9469447e-06,9.845141e-07,0.00040549238,2.4718924e-05,2.0398838e-05,3.3214536e-07
./dataset/val\dyed-resection-margins\945239aa-9ac2-4189-aa22-3a7fd5bbacef.jpg,945239aa-9ac2-4189-aa22-3a7fd5bbacef.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99837035,0.99837035,0.0015986839,0.99837035,6.2250643e-07,1.7183004e-06,1.9332649e-05,8.548679e-07,5.027048e-07,7.8694475e-06
./dataset/val\dyed-resection-margins\9511cc40-e87a-4990-b9fd-081dd985e805.jpg,9511cc40-e87a-4990-b9fd-081dd985e805.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99454653,0.99454653,0.0048767673,0.99454653,3.7072632e-06,0.00041213527,0.00012109281,7.545526e-06,4.776901e-06,2.7393018e-05
./dataset/val\dyed-resection-margins\9520231d-f9c2-4389-bb46-2652e7603c1c.jpg,9520231d-f9c2-4389-bb46-2652e7603c1c.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.73131347,0.73131347,0.23920763,0.73131347,3.9162605e-05,0.0005246439,0.00057842635,1.9098747e-05,4.5544377e-05,0.028272016
./dataset/val\dyed-resection-margins\95279bdb-8b57-452f-93f8-b1e78ddf8531.jpg,95279bdb-8b57-452f-93f8-b1e78ddf8531.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.96118504,0.96118504,0.03859447,0.96118504,1.0175161e-05,0.00013616214,8.78308e-06,1.6003518e-05,2.9991475e-06,4.632136e-05
./dataset/val\dyed-resection-margins\9691bc78-f289-4b6d-be7b-c240955138d2.jpg,9691bc78-f289-4b6d-be7b-c240955138d2.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.6092932,0.6092932,0.35977644,0.6092932,0.00030305242,1.8529241e-06,0.006211395,0.0013814123,0.022965671,6.691745e-05
./dataset/val\dyed-resection-margins\97653f55-18b1-4bd5-8c4b-76e5be3fe636.jpg,97653f55-18b1-4bd5-8c4b-76e5be3fe636.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9971095,0.9971095,0.0028798627,0.9971095,2.9353453e-07,1.3704266e-06,4.2927386e-06,1.1119346e-06,6.6529e-07,3.0676479e-06
./dataset/val\dyed-resection-margins\979ea17f-13e3-4721-b41f-68fcf563cf41.jpg,979ea17f-13e3-4721-b41f-68fcf563cf41.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9276639,0.9276639,0.07201307,0.9276639,2.6150594e-05,2.8981668e-07,5.0059745e-05,1.6438356e-05,6.8042145e-06,0.00022323706
./dataset/val\dyed-resection-margins\98091b59-0f63-4e8f-97b9-353bed892af9.jpg,98091b59-0f63-4e8f-97b9-353bed892af9.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.500838,0.500838,0.49890918,0.500838,5.1888732e-05,8.053005e-06,0.00013100302,3.947238e-05,5.7617144e-06,1.6714788e-05
./dataset/val\dyed-resection-margins\982bfd69-4e70-4ac3-beb1-37da08a6db3d.jpg,982bfd69-4e70-4ac3-beb1-37da08a6db3d.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99959844,0.99959844,0.00024412149,0.99959844,6.7259107e-06,3.5369653e-06,9.866966e-05,5.1933184e-06,3.4613095e-05,8.65504e-06
./dataset/val\dyed-resection-margins\998fe244-94c1-4fa0-b787-00f874d20f79.jpg,998fe244-94c1-4fa0-b787-00f874d20f79.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99991393,0.99991393,7.369454e-06,0.99991393,1.0623471e-06,9.353769e-06,2.3889877e-05,1.4586893e-06,1.2925607e-05,2.9988661e-05
./dataset/val\dyed-resection-margins\a035fbc1-f7ef-426f-af88-240b9e61d4bc.jpg,a035fbc1-f7ef-426f-af88-240b9e61d4bc.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.7302546,0.26313582,0.7302546,0.26313582,0.0001353283,0.002348269,6.6942295e-05,1.9305322e-05,0.00038564243,0.0036540958
./dataset/val\dyed-resection-margins\a0471134-2faf-40bf-b8d8-ba805fb72b74.jpg,a0471134-2faf-40bf-b8d8-ba805fb72b74.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9993043,0.9993043,3.094926e-05,0.9993043,2.5413985e-06,0.00017867472,0.00012035519,4.227865e-06,0.00035164302,7.3686983e-06
./dataset/val\dyed-resection-margins\a0a5fdf9-7ba5-4a5b-95c2-189892631b07.jpg,a0a5fdf9-7ba5-4a5b-95c2-189892631b07.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9687348,0.9687348,0.031190159,0.9687348,5.4903836e-07,6.2066755e-07,1.3635166e-05,1.0358601e-06,1.3781376e-05,4.5481604e-05
./dataset/val\dyed-resection-margins\a0ea2ca3-cc27-4933-b19a-24a47aa47954.jpg,a0ea2ca3-cc27-4933-b19a-24a47aa47954.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99017745,0.99017745,0.009747842,0.99017745,1.4417358e-06,6.192209e-06,5.4269403e-05,1.6071704e-06,2.1253145e-06,9.0278545e-06
./dataset/val\dyed-resection-margins\a10125bb-9f59-4c8a-8dbc-b1cd70e0f863.jpg,a10125bb-9f59-4c8a-8dbc-b1cd70e0f863.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.88048154,0.1110751,0.88048154,0.1110751,8.8496445e-06,0.0052682655,0.00028664008,4.205737e-06,0.0028618528,1.3528914e-05
./dataset/val\dyed-resection-margins\a1230b68-092a-4b8b-aacc-268aa74cd0fd.jpg,a1230b68-092a-4b8b-aacc-268aa74cd0fd.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.89253616,0.89253616,0.10507342,0.89253616,3.606622e-05,0.00031833502,0.0006756973,0.00011457264,0.0004469697,0.0007987913
./dataset/val\dyed-resection-margins\a23145ee-93cc-44b8-b3f9-d4adfca011b4.jpg,a23145ee-93cc-44b8-b3f9-d4adfca011b4.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9991455,0.9991455,0.00069956615,0.9991455,2.179813e-06,6.125159e-05,4.6013425e-05,2.552553e-06,3.5816959e-06,3.9363e-05
./dataset/val\dyed-resection-margins\a24533c2-f157-4403-8032-310b2f62d4e1.jpg,a24533c2-f157-4403-8032-310b2f62d4e1.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99987257,0.99987257,5.5160992e-05,0.99987257,1.8373236e-06,1.4983626e-05,8.370567e-06,6.315776e-07,1.4579663e-05,3.1872987e-05
./dataset/val\dyed-resection-margins\a27b8323-c7b5-484b-bfb1-1d95669e7175.jpg,a27b8323-c7b5-484b-bfb1-1d95669e7175.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9926796,0.9926796,0.0072264266,0.9926796,1.7011686e-06,6.275887e-05,2.3798759e-05,2.0681186e-06,1.8395684e-06,1.7995787e-06
./dataset/val\dyed-resection-margins\a2b4fa21-6738-4aae-8021-bc3fb22438cf.jpg,a2b4fa21-6738-4aae-8021-bc3fb22438cf.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99363846,0.99363846,0.005975922,0.99363846,0.00011689657,2.890056e-05,6.975582e-05,2.1896547e-06,0.00015923334,8.690997e-06
./dataset/val\dyed-resection-margins\a3b038cc-df06-4d2d-9771-93762ce3ba81.jpg,a3b038cc-df06-4d2d-9771-93762ce3ba81.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.55643725,0.4431706,0.55643725,0.4431706,6.0264406e-06,3.8102153e-05,1.2359817e-05,1.1240866e-06,0.00014827165,0.00018631709
./dataset/val\dyed-resection-margins\a433ee47-7058-4104-96d4-01fcb8ef5ef4.jpg,a433ee47-7058-4104-96d4-01fcb8ef5ef4.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.744805,0.2520486,0.744805,0.2520486,2.7910108e-05,0.00062927813,0.0010564522,0.0006026425,0.00013481466,0.0006952645
./dataset/val\dyed-resection-margins\a46c2d97-2da5-4c80-a50c-632069dc72f5.jpg,a46c2d97-2da5-4c80-a50c-632069dc72f5.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.999387,0.999387,0.0002865139,0.999387,2.1313951e-06,9.883854e-05,9.8873796e-05,3.7612263e-06,1.3052929e-05,0.000109817825
./dataset/val\dyed-resection-margins\a46e59b6-07a7-4eed-8c68-eaae61a51e79.jpg,a46e59b6-07a7-4eed-8c68-eaae61a51e79.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.7881933,0.7881933,0.21074256,0.7881933,3.4115114e-05,0.00058434147,0.00035181653,2.133465e-05,2.020714e-05,5.2376457e-05
./dataset/val\dyed-resection-margins\a48ca21c-c25d-4e8f-86ca-e0eee0f55f1d.jpg,a48ca21c-c25d-4e8f-86ca-e0eee0f55f1d.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.96896195,0.96896195,0.030394156,0.96896195,3.3472263e-06,0.000111304966,0.0001300132,1.1368078e-05,2.1531347e-05,0.00036628114
./dataset/val\dyed-resection-margins\a510691e-08f6-4327-9091-d4c2ebce5b38.jpg,a510691e-08f6-4327-9091-d4c2ebce5b38.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.887358,0.887358,0.11149224,0.887358,1.3427747e-05,2.5247045e-05,0.00027289416,7.094586e-05,5.8128404e-05,0.00070912443
./dataset/val\dyed-resection-margins\a5beb0db-9052-49a6-a2a7-5331d3dff843.jpg,a5beb0db-9052-49a6-a2a7-5331d3dff843.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9985391,0.9985391,0.0012389028,0.9985391,4.0246227e-06,1.9592093e-05,3.0867253e-05,1.2038282e-06,2.2716671e-07,0.00016604387
./dataset/val\dyed-resection-margins\a742037e-1c55-4b92-a7ab-120ddc5ec13f.jpg,a742037e-1c55-4b92-a7ab-120ddc5ec13f.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.41205218,0.41205218,0.15508552,0.41205218,0.00015075647,0.0010069337,0.0017984419,3.5056678e-06,0.34447062,0.085432015
./dataset/val\dyed-resection-margins\a74f39dd-bd19-43fb-a90d-a7b8b8dd84a2.jpg,a74f39dd-bd19-43fb-a90d-a7b8b8dd84a2.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99275064,0.99275064,0.0071804966,0.99275064,1.6521851e-06,2.1414871e-05,1.4915127e-05,2.3027403e-07,1.4203532e-05,1.6468122e-05
./dataset/val\dyed-resection-margins\a76da743-ce86-4911-8e69-0c7fc01fdd32.jpg,a76da743-ce86-4911-8e69-0c7fc01fdd32.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9819811,0.9819811,0.017816305,0.9819811,2.1808453e-05,5.0022295e-06,8.621155e-06,5.205857e-06,2.9456563e-05,0.00013259999
./dataset/val\dyed-resection-margins\a895ad43-3be4-42e6-a6f4-05e36cd6f9dd.jpg,a895ad43-3be4-42e6-a6f4-05e36cd6f9dd.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9954489,0.9954489,0.004526129,0.9954489,4.2543905e-07,2.107652e-06,1.3911833e-05,3.138532e-07,1.6573504e-06,6.534376e-06
./dataset/val\dyed-resection-margins\a99c7d38-bdbf-45bd-8e88-984510a64ac3.jpg,a99c7d38-bdbf-45bd-8e88-984510a64ac3.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.94645345,0.94645345,0.053250372,0.94645345,1.944166e-06,0.0001305438,0.000112893424,6.870677e-07,2.4596362e-05,2.5499696e-05
./dataset/val\dyed-resection-margins\a9ec0fc7-758d-4242-a36c-b5817956a798.jpg,a9ec0fc7-758d-4242-a36c-b5817956a798.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9488984,0.9488984,0.05104766,0.9488984,8.3730305e-07,8.99346e-07,1.4830078e-05,1.9341044e-06,1.5895292e-05,1.9574081e-05
./dataset/val\dyed-resection-margins\aa0778b3-e251-4042-a800-5774b0bef4a8.jpg,aa0778b3-e251-4042-a800-5774b0bef4a8.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9673007,0.9673007,0.032557912,0.9673007,1.4682201e-05,7.783086e-05,1.6663791e-05,2.0716718e-05,1.0356907e-06,1.0340027e-05
./dataset/val\dyed-resection-margins\abcc3878-3edf-4079-b92f-1fea4ecbb899.jpg,abcc3878-3edf-4079-b92f-1fea4ecbb899.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.97900826,0.97900826,0.020708455,0.97900826,6.887207e-06,1.882015e-05,6.1171115e-05,4.020914e-06,0.00018485208,7.561268e-06
./dataset/val\dyed-resection-margins\accb32ea-f0b3-4808-9de0-a3725e11461f.jpg,accb32ea-f0b3-4808-9de0-a3725e11461f.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.8135922,0.8135922,0.17673227,0.8135922,0.00013941617,0.0024374046,0.0027325898,3.6043344e-05,0.0008994348,0.003430598
./dataset/val\dyed-resection-margins\ad316a67-818e-48d5-8fda-72ca7a86fcea.jpg,ad316a67-818e-48d5-8fda-72ca7a86fcea.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.92258257,0.92258257,0.07734866,0.92258257,2.095532e-06,6.1275377e-06,5.154895e-05,3.4838256e-06,2.081222e-06,3.3069996e-06
./dataset/val\dyed-resection-margins\adef6f06-51a8-43d8-a0a9-5d0d6c5baa0f.jpg,adef6f06-51a8-43d8-a0a9-5d0d6c5baa0f.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9986119,0.9986119,0.000506981,0.9986119,3.7042682e-06,3.5453627e-06,0.0004487871,5.732418e-07,0.00035799184,6.650869e-05
./dataset/val\dyed-resection-margins\ae124d49-2f17-4eb0-9835-ad569cc9403e.jpg,ae124d49-2f17-4eb0-9835-ad569cc9403e.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99951184,0.99951184,0.00014090039,0.99951184,6.0957956e-07,0.0001964299,0.00010747152,1.1991519e-06,1.9826799e-05,2.1692305e-05
./dataset/val\dyed-resection-margins\aea0446c-2a06-464a-9b43-b176a7f366df.jpg,aea0446c-2a06-464a-9b43-b176a7f366df.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9985965,0.9985965,0.0013159028,0.9985965,3.7711548e-06,9.9021545e-06,1.7689523e-05,7.664596e-06,6.790215e-06,4.1856107e-05
./dataset/val\dyed-resection-margins\aed5cb07-fb4c-43fb-8f62-470dd8a9983a.jpg,aed5cb07-fb4c-43fb-8f62-470dd8a9983a.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.7322042,0.7322042,0.2672139,0.7322042,3.3869142e-06,0.0003171428,5.5729186e-05,4.1314885e-05,2.8321043e-05,0.00013603749
./dataset/val\dyed-resection-margins\af9e1020-4e88-4873-91a1-3583ae89ca04.jpg,af9e1020-4e88-4873-91a1-3583ae89ca04.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.8475582,0.15217963,0.8475582,0.15217963,4.5623087e-06,1.9751613e-05,0.00018262822,7.998338e-06,3.3679917e-05,1.3584032e-05
./dataset/val\dyed-resection-margins\b087df42-ccf1-4aae-8b49-94d27781b21c.jpg,b087df42-ccf1-4aae-8b49-94d27781b21c.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.97625107,0.97625107,0.022643179,0.97625107,0.0001742644,0.00040690956,0.00016344544,0.0003363827,9.856179e-07,2.3813953e-05
./dataset/val\dyed-resection-margins\b0f65e0a-c35d-4a34-9564-0efcfa50298d.jpg,b0f65e0a-c35d-4a34-9564-0efcfa50298d.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.961374,0.961374,0.016351065,0.961374,2.2880517e-05,0.00043968315,0.01713464,6.577819e-05,0.0045938473,1.8216853e-05
./dataset/val\dyed-resection-margins\b139abeb-82c1-403c-b780-d763deeb83e2.jpg,b139abeb-82c1-403c-b780-d763deeb83e2.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9961061,0.9961061,0.0036924845,0.9961061,2.180712e-06,0.00016049552,1.6975542e-05,2.0544353e-06,6.7837727e-06,1.2973427e-05
./dataset/val\dyed-resection-margins\b15fa0e3-364a-4c56-a1c5-905867c57714.jpg,b15fa0e3-364a-4c56-a1c5-905867c57714.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99554586,0.99554586,0.0043087485,0.99554586,3.169435e-07,3.7932812e-05,1.3852603e-05,1.1798733e-06,5.9840104e-06,8.605212e-05
./dataset/val\dyed-resection-margins\b19deea2-3d62-4a39-bf44-aa571981e2d5.jpg,b19deea2-3d62-4a39-bf44-aa571981e2d5.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.9685801,0.031045163,0.9685801,0.031045163,4.19173e-05,4.0185154e-07,2.6654525e-05,9.388057e-07,4.0840834e-05,0.0002639226
./dataset/val\dyed-resection-margins\b2104e25-9926-4f1f-9409-94790f6fba93.jpg,b2104e25-9926-4f1f-9409-94790f6fba93.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.97543573,0.97543573,0.024358,0.97543573,2.723777e-06,8.576007e-06,7.1267816e-05,8.7114e-06,0.00011438723,5.972575e-07
./dataset/val\dyed-resection-margins\b24787c0-f886-4b4d-b318-155d45cf805e.jpg,b24787c0-f886-4b4d-b318-155d45cf805e.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.7564312,0.24345547,0.7564312,0.24345547,1.1060354e-06,2.464909e-05,1.916982e-05,1.2871185e-05,1.0926718e-05,4.4597866e-05
./dataset/val\dyed-resection-margins\b2b619ce-1436-4d84-b2da-cb422e411658.jpg,b2b619ce-1436-4d84-b2da-cb422e411658.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.7599787,0.7599787,0.2398511,0.7599787,8.396571e-06,8.011534e-05,2.9271243e-05,1.8592755e-05,2.9702214e-05,4.1498747e-06
./dataset/val\dyed-resection-margins\b393b908-ca51-4322-b884-577f47829852.jpg,b393b908-ca51-4322-b884-577f47829852.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.51021004,0.51021004,0.48943326,0.51021004,5.344809e-05,3.4288456e-05,4.9242393e-05,3.3438668e-05,0.00018036047,5.895788e-06
./dataset/val\dyed-resection-margins\b476814f-d4a1-482e-96a9-7c0a681d76c0.jpg,b476814f-d4a1-482e-96a9-7c0a681d76c0.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9962446,0.9962446,0.0031278855,0.9962446,1.620898e-06,0.00018542548,0.00010036474,6.4244335e-07,1.7727092e-05,0.0003217294
./dataset/val\dyed-resection-margins\b520d99c-7330-4c7a-a2d8-8dc031ea70de.jpg,b520d99c-7330-4c7a-a2d8-8dc031ea70de.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9946903,0.9946903,0.0052899565,0.9946903,1.6661896e-06,1.0009167e-05,4.0703953e-06,1.480698e-06,6.9093556e-07,1.9288086e-06
./dataset/val\dyed-resection-margins\b571f592-7ba1-4223-be73-df220e2a5e7c.jpg,b571f592-7ba1-4223-be73-df220e2a5e7c.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.80550236,0.194324,0.80550236,0.194324,2.147111e-06,0.00011288441,2.1095326e-05,1.7470553e-05,1.2094887e-05,7.905129e-06
./dataset/val\dyed-resection-margins\b5cd5827-35de-4f57-b299-fe80e076fe5e.jpg,b5cd5827-35de-4f57-b299-fe80e076fe5e.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.96927893,0.96927893,0.030171588,0.96927893,2.989495e-06,0.00037019886,6.137617e-05,1.9061301e-06,5.6155415e-05,5.6879544e-05
./dataset/val\dyed-resection-margins\b7db2df1-a2e6-4c9d-ab90-b1fe1780a945.jpg,b7db2df1-a2e6-4c9d-ab90-b1fe1780a945.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.5480432,0.5480432,0.45166937,0.5480432,1.5710318e-06,0.00020234799,4.824859e-05,5.856943e-06,2.7425856e-05,1.9602833e-06
./dataset/val\dyed-resection-margins\b83d4bd4-5405-4df4-87d7-c690539fda6b.jpg,b83d4bd4-5405-4df4-87d7-c690539fda6b.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9994611,0.9994611,8.934068e-05,0.9994611,1.9379786e-06,0.00020447497,4.8687038e-05,5.176012e-06,4.035131e-05,0.00014901982
./dataset/val\dyed-resection-margins\b9127def-7f9e-4524-9fbe-54dc54ad9b14.jpg,b9127def-7f9e-4524-9fbe-54dc54ad9b14.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.8044141,0.19273286,0.8044141,0.19273286,1.2494548e-06,0.0013456319,3.5800113e-05,9.886269e-06,0.0010496676,0.0004108692
./dataset/val\dyed-resection-margins\b94ed007-c31e-4a6e-b58c-229bbb4e8201.jpg,b94ed007-c31e-4a6e-b58c-229bbb4e8201.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9974788,0.9974788,2.2958971e-05,0.9974788,3.2693326e-05,0.0005406711,0.00047487716,7.5263844e-05,8.299308e-05,0.0012916694
./dataset/val\dyed-resection-margins\b99245a4-de5a-4a6a-8f72-54ac6963c830.jpg,b99245a4-de5a-4a6a-8f72-54ac6963c830.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.63965946,0.35981652,0.63965946,0.35981652,7.157408e-06,0.00017426492,0.00022413635,6.713765e-05,3.5765854e-05,1.5617929e-05
./dataset/val\dyed-resection-margins\b9c6b358-035a-42d0-91e0-b1402b183b81.jpg,b9c6b358-035a-42d0-91e0-b1402b183b81.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9842217,0.9842217,0.0157504,0.9842217,4.7688686e-06,4.422358e-07,1.3561775e-05,4.006919e-06,3.799051e-06,1.27998e-06
./dataset/val\dyed-resection-margins\ba63a40b-476b-44fa-a8b3-1831bc4d241a.jpg,ba63a40b-476b-44fa-a8b3-1831bc4d241a.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9995289,0.9995289,0.0003030759,0.9995289,2.2139104e-06,0.000115516035,8.256578e-06,4.0490145e-06,2.1531498e-05,1.6553577e-05
./dataset/val\dyed-resection-margins\bac98c43-6e7e-4287-92de-119100adf1de.jpg,bac98c43-6e7e-4287-92de-119100adf1de.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.8816097,0.1183349,0.8816097,0.1183349,2.1689384e-06,1.4339689e-06,2.9517158e-05,6.4880796e-06,7.135513e-06,8.610061e-06
./dataset/val\dyed-resection-margins\bbcf113e-151b-4fe4-8a22-78cf2126f650.jpg,bbcf113e-151b-4fe4-8a22-78cf2126f650.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.5057321,0.5057321,0.4937724,0.5057321,0.00034210735,4.2260067e-06,9.612772e-05,3.0579595e-05,1.3300009e-05,9.145942e-06
./dataset/val\dyed-resection-margins\bbdb51fd-74c3-4dcc-9f2a-348992bd7656.jpg,bbdb51fd-74c3-4dcc-9f2a-348992bd7656.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9345336,0.9345336,0.06511943,0.9345336,7.4820628e-06,0.00013144805,0.00011429622,5.058867e-06,1.4313629e-05,7.447085e-05
./dataset/val\dyed-resection-margins\bbf29d00-bc7c-446c-85c7-b5c433e117a2.jpg,bbf29d00-bc7c-446c-85c7-b5c433e117a2.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9171586,0.9171586,0.08247952,0.9171586,2.0694818e-06,0.00017414008,8.37949e-06,5.462621e-06,7.786109e-05,9.389558e-05
./dataset/val\dyed-resection-margins\bc41be07-f045-4cf1-a54b-0f5747535c3d.jpg,bc41be07-f045-4cf1-a54b-0f5747535c3d.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.99965453,0.99965453,0.00013244394,0.99965453,2.2251838e-06,8.546674e-05,4.8206395e-05,9.56552e-06,3.7986247e-06,6.388649e-05
./dataset/val\dyed-resection-margins\bd8c1711-2f31-4c78-a5bb-7e08586e50d6.jpg,bd8c1711-2f31-4c78-a5bb-7e08586e50d6.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.91494095,0.91494095,0.08489845,0.91494095,9.9155295e-05,4.2354477e-06,3.7350666e-05,2.4161016e-06,1.3182695e-05,4.2664974e-06
./dataset/val\dyed-resection-margins\bfbb809e-76e6-4979-96e7-c42d35ec6300.jpg,bfbb809e-76e6-4979-96e7-c42d35ec6300.jpg,dyed-resection-margins,1,dyed-lifted-polyps,0,0,0.6028375,0.3967126,0.6028375,0.3967126,6.666883e-06,7.2485025e-05,0.00028314118,2.010609e-05,2.4538316e-05,4.2982425e-05
./dataset/val\dyed-resection-margins\bffa14f8-b9d5-4701-af40-175bb4b4a538.jpg,bffa14f8-b9d5-4701-af40-175bb4b4a538.jpg,dyed-resection-margins,1,dyed-resection-margins,1,1,0.9996449,0.9996449,0.0002431776,0.9996449,5.3953687e-07,3.2654643e-05,2.4639854e-05,3.1067293e-07,1.1349036e-05,4.2378637e-05
